lat,lon,index,name,Coordinates
13.970756,100.58621,301,Srenah international airport (SRR),"13.970756, 100.58621"
13.8563026,100.6572328,302,à¸šà¸£à¸´à¸©à¸±à¸— à¸§à¸±à¸™à¸ˆà¸±à¸™à¸—à¸£à¹Œà¹€à¸žà¹‡à¸� à¸ˆà¸³à¸�à¸±à¸”,"13.8563026, 100.6572328"
13.9909384,100.606994,303,à¸«à¸¡à¸¹à¹ˆà¸šà¹‰à¸²à¸™à¸¡à¸“à¸µà¸£à¸´à¸™à¸—à¸£à¹Œ à¹€à¸¥à¸„à¸¥à¸²à¸�à¸¹à¸™,"13.9909384, 100.606994"
13.844181,100.652673,304,Naturbliss Boutique Residence,"13.844181, 100.652673"
13.744847,100.5536117,305,"Flying Travel Co., Ltd.","13.744847, 100.5536117"
40.8376002,-73.7162416,306,Sands Point Seaplane Base,"40.8376002, -73.7162416"
40.6413111,-73.7781391,307,John F. Kennedy International Airport,"40.64131109999999, -73.77813909999999"
40.7769271,-73.8739659,308,LaGuardia Airport,"40.7769271, -73.8739659"
40.6895314,-74.1744624,309,Newark Liberty International Airport,"40.68953140000001, -74.1744624"
40.858332,-74.061497,310,Teterboro Airport,"40.858332, -74.061497"
40.7261266,-73.4167921,311,Republic Airport,"40.7261266, -73.4167921"
41.0683325,-73.7086641,312,Westchester County Airport,"41.0683325, -73.7086641"
40.6157109,-74.243417,313,Linden Airport,"40.61571089999999, -74.243417"
40.6930717,-74.0568805,314,Liberty State Park Heliport,"40.6930717, -74.05688049999999"
40.751939,-73.971778,315,U.S. Private Jets,"40.751939, -73.971778"
40.701457,-74.009225,316,Saker Aviation Services,"40.701457, -74.009225"
40.7285182,-73.9592832,317,AirportLostandFound.com,"40.7285182, -73.9592832"
40.8600991,-73.5962375,318,Merrill Glen Cove Heliport,"40.8600991, -73.5962375"
40.6735622,-74.1907206,319,Park2Go Airport Parking,"40.6735622, -74.19072059999999"
40.4264966,-74.14042,320,Hazlet Township Police Heliport,"40.42649660000001, -74.14041999999999"
40.8411212,-74.0667197,321,Jet Aviation Holdings USA Inc,"40.8411212, -74.0667197"
40.851251,-74.068555,322,Meridian,"40.851251, -74.068555"
40.782915,-74.2178881,323,Soverel Park Heliport,"40.78291499999999, -74.2178881"
40.7070848,-74.1699593,324,Signature Flight Support EWR - Newark Liberty Int'l Airport,"40.70708479999999, -74.1699593"
40.8755647,-74.2782674,325,Essex County Airport,"40.87556470000001, -74.27826739999999"
1.3644202,103.9915308,326,Changi Airport Singapore,"1.3644202, 103.9915308"
1.4180894,103.864317,327,Seletar Airport,"1.4180894, 103.864317"
1.1219253,104.1182972,328,Hang Nadim Airport,"1.1219253, 104.1182972"
1.6387962,103.6687695,329,Senai International Airport,"1.6387961999999998, 103.6687695"
1.3581563,103.9112546,330,Paya Lebar Air Base,"1.3581563, 103.9112546"
1.3852404,103.8710892,331,Airport Equipment Services Pte Ltd,"1.3852404, 103.8710892"
1.359208,103.989332,332,Changi Airport Control Tower,"1.359208, 103.989332"
1.347691,103.985493,333,Signature Flight Support SIN - Singapore Changi Airport,"1.347691, 103.985493"
1.419442,103.864081,334,Signature Flight Support XSP - Singapore Seletar Airport,"1.419442, 103.864081"
1.5455888,103.6566182,335,Progressive Builders Johor Car Rental,"1.5455888, 103.6566182"
1.3553447,103.9891181,336,Changi Airport,"1.3553446999999998, 103.9891181"
1.3550464,103.9895104,337,silver kris lounge in changi airport Terminal2,"1.3550464, 103.9895104"
1.361336,103.9901346,338,"Changi International Airport, Singapore","1.361336, 103.9901346"
1.3521105,103.990762,339,F40,"1.3521105, 103.990762"
1.3512383,103.9881247,340,Changi Airports International Pte Ltd,"1.3512383, 103.9881247"
1.3491438,103.9867833,341,Changi VIP Complex,"1.3491438, 103.9867833"
1.3744605,103.9998891,342,SIAEC Hangar 4,"1.3744605, 103.9998891"
1.3752665,103.9997984,343,SIAEC Hangar 5,"1.3752665, 103.9997984"
1.3760727,103.9998756,344,SIAEC Hangar 6,"1.3760727, 103.9998756"
1.3779092,103.9987102,345,SIAEC Hangar 3,"1.3779092, 103.9987102"
23.06818,113.071202,346,Foshan Shadi Airport,"23.06818, 113.071202"
23.3959079,113.3079699,347,Guangzhou Baiyun International Airport,"23.3959079, 113.3079699"
23.387392,113.30327,348,Korean Air,"23.387392, 113.30327"
23.152543,113.263221,349,åŽ¦é—¨èˆªç©ºå…¬å�¸,"23.15254299999999, 113.263221"
23.122415,113.104831,350,å¤§æ²¥å€™æœºæ¥¼,"23.122415, 113.104831"
23.4372108,113.3299802,351,ç™½äº‘å›½é™…æœºåœºè‚¡ä»½,"23.4372108, 113.3299802"
23.1011318,113.4499661,352,Airport Express,"23.1011318, 113.4499661"
22.991667,113.115899,353,Foshan Baiyun International Airport Terminal,"22.991667, 113.115899"
23.386945,113.301457,354,èˆªç«™æ¥¼ï¼ˆ33å�·é—¨ï¼‰,"23.386945, 113.301457"
23.38661,113.301381,355,èˆªç«™æ¥¼ï¼ˆ34å�·é—¨ï¼‰,"23.38661, 113.301381"
23.387392,113.30327,356,å…¨æ—¥èˆªç©ºå…¬å�¸,"23.387392, 113.30327"
23.4184493,113.3120942,357,ç™½äº‘æœºåœºåŒ—åŒº,"23.4184493, 113.3120942"
23.389685,113.172224,358,ä¹�ä¸€æ�‘è‡³æ–°æœºåœºå€™æœºæ¥¼25å�·é—¨,"23.389685, 113.172224"
23.379711,113.169892,359,China Southern Airlines,"23.379711, 113.169892"
23.108366,113.238682,360,æœºåœºèˆªç©ºå®¢è´§,"23.108366, 113.238682"
23.086588,113.355482,361,å¹¿ä¸œçŽ¯ç�ƒæœºåŠ¨è½¦é©¾é©¶å‘˜åŸ¹è®­ä¸­å¿ƒ,"23.086588, 113.355482"
23.039396,113.307124,362,æ´›æºªå€™æœºæ¥¼,"23.039396, 113.307124"
23.121426,113.608433,363,æ–°å¡˜å€™æœºæ¥¼,"23.121426, 113.608433"
36.0839998,-115.1537389,364,McCarran International Airport,"36.08399979999999, -115.1537389"
35.975317,-115.1385084,365,Henderson Executive Airport,"35.97531699999999, -115.1385084"
35.9479202,-114.8562494,366,Boulder City Municipal Airport,"35.9479202, -114.8562494"
35.9486531,-114.8557124,367,Papillon Grand Canyon Helicopters,"35.9486531, -114.8557124"
36.0990924,-115.1615532,368,Millennium Vip Group Inc,"36.0990924, -115.1615532"
35.9680404,-115.1383289,369,Mustang Helicopters,"35.9680404, -115.1383289"
35.7953555,-115.0076247,370,Eldorado Substation Heliport,"35.7953555, -115.0076247"
35.9750024,-114.8442936,371,Caci Inc,"35.9750024, -114.8442936"
36.080233,-115.171115,372,Signature Flight Support LAS - Las Vegas McCarran Int'l Airport,"36.080233, -115.171115"
36.1247777,-114.9085555,373,Lake Las Vegas,"36.1247777, -114.9085555"
35.949652,-114.85954,374,5 Star Grand Canyon Helicopter Tours,"35.949652, -114.85954"
36.216887,-115.201988,375,5 Star Las Vegas Helicopter Tours,"36.21688700000001, -115.201988"
35.955543,-115.171308,376,Action Ranch,"35.955543, -115.171308"
35.772096,-115.3298338,377,Jean Sport Aviation Center,"35.772096, -115.3298338"
36.0987318,-115.1954172,378,Goodfellows Shoeshine,"36.0987318, -115.1954172"
36.216873,-115.200417,379,Cheyenne Air Center Hangars,"36.216873, -115.200417"
36.0955336,-115.1851652,380,A2 Global Shipping,"36.09553359999999, -115.1851652"
36.2184572,-115.1868355,381,Las Vegas Cab,"36.2184572, -115.1868355"
36.0854286,-115.149927,382,LAS Main Concourse,"36.0854286, -115.149927"
36.0874594,-115.148936,383,Terminal 1 Short Term Parking,"36.0874594, -115.148936"
31.334774,121.625616,384,ä¸Šæµ·é«˜ä¸œæµ·ä¸Šæ•‘åŠ©æœºåœº,"31.334774, 121.625616"
31.334783,121.625618,385,Shanghai Gaodong Heliport,"31.334783, 121.625618"
31.210283,121.466792,386,Shanghai Ruijin Hospital Elevated Helicopter Airport,"31.210283, 121.466792"
31.216514,121.443305,387,Huashan Hospital Elevated Helicopter Airport,"31.216514, 121.443305"
31.192209,121.334297,388,Shanghai Hongqiao International Airport,"31.19220900000001, 121.334297"
31.151072,121.808944,389,Shanghai Pudong International Airport Terminal 1,"31.151072, 121.808944"
31.1443439,121.808273,390,Shanghai Pudong International Airport,"31.1443439, 121.808273"
31.193659,121.346595,391,ä¸Šæµ·è™¹æ¡¥æœºåœº1å�·èˆªç«™æ¥¼å›½é™…å‡ºå�‘,"31.193659, 121.346595"
31.193083,121.352252,392,SKAPè™¹æ¡¥æœºåœºåº—,"31.19308299999999, 121.352252"
31.194387,121.326364,393,Shanghai Hongqiao International Airport Terminal 2,"31.194387, 121.326364"
31.166504,121.455295,394,Shanghai Longhua Airport,"31.166504, 121.455295"
37.6213129,-122.3789554,395,San Francisco International Airport,"37.6213129, -122.3789554"
37.4550078,-122.1107903,396,Palo Alto Airport,"37.4550078, -122.1107903"
37.3639472,-121.9289375,397,Norman Y. Mineta San Jose International Airport,"37.3639472, -121.9289375"
37.5153754,-122.2503052,398,San Carlos Airport,"37.515375399999996, -122.2503052"
37.7125689,-122.2197428,399,Oakland International Airport,"37.7125689, -122.2197428"
37.6628524,-122.1216304,400,Hayward Executive Airport,"37.6628524, -122.1216304"
37.5064299,-122.2619171,401,San Mateo County Transit District,"37.5064299, -122.2619171"
37.879093,-122.513585,402,Commodore Center Heliport,"37.879093, -122.513585"
37.9170318,-122.3298475,403,Richmond Field Station,"37.9170318, -122.3298475"
37.5127433,-122.4964562,404,Half Moon Bay Airport,"37.5127433, -122.4964562"
37.7117052,-122.2124467,405,Oakland International Airport-Administrative,"37.7117052, -122.2124467"
37.6372766,-122.3912291,406,SFO GTU,"37.63727660000001, -122.3912291"
37.508825,-122.248947,407,Bay Aerial Helicopter Service,"37.50882500000001, -122.248947"
37.7904839,-122.4041815,408,Service Tracking Systems,"37.79048389999999, -122.40418149999999"
37.7350733,-122.2152776,409,Oakland Airport Cng Station,"37.7350733, -122.2152776"
37.6282929,-122.3861007,410,Signature Flight Support SFO - San Francisco International Airport,"37.6282929, -122.3861007"
37.8789563,-122.5134082,411,Seaplane Adventures,"37.8789563, -122.5134082"
37.5865632,-122.346102,412,BUTTERFLY LIMOUSINE SERVICE,"37.5865632, -122.346102"
37.659792,-122.1174171,413,App Jet Center-Hayward,"37.659792, -122.1174171"
37.633545,-122.3981706,414,American Airlines Inc,"37.633545, -122.3981706"
33.4372686,-112.0077881,415,Phoenix Sky Harbor International Airport,"33.4372686, -112.0077881"
33.620429,-111.9152945,416,Scottsdale Airport,"33.620429, -111.9152945"
33.4574305,-111.727417,417,Falcon Field Airport,"33.4574305, -111.727417"
33.4245691,-112.3729813,418,Phoenix Goodyear Airport,"33.4245691, -112.3729813"
33.271614,-111.8133,419,Chandler Municipal Airport,"33.271614, -111.8133"
33.298422,-111.9157934,420,Stellar Airpark-P19,"33.298422, -111.9157934"
33.0802612,-111.9837789,421,University of Arizona Maricopa Agricultural Center Airport,"33.0802612, -111.9837789"
33.3922688,-111.8770858,422,Desert Samaritan Hospital Heliport,"33.3922688, -111.8770858"
33.8001681,-112.2480815,423,Pleasant Valley Airport,"33.8001681, -112.2480815"
33.6884464,-112.0820058,424,Phoenix Deer Valley Airport,"33.6884464, -112.0820058"
33.4731012,-111.7273606,425,McDonnell Douglas Heliport,"33.4731012, -111.7273606"
33.5214313,-112.0195919,426,Biltmore Golf Course Heliport,"33.52143129999999, -112.0195919"
33.625425,-111.904332,427,Signature Flight Support SDL - Scottsdale Airport,"33.62542499999999, -111.904332"
33.423964,-112.021815,428,Cutter Aviation - Phoenix Sky Harbor (PHX),"33.423964, -112.021815"
33.4046981,-111.9701993,429,The Buttes in Tempe Heliport,"33.4046981, -111.9701993"
33.310747,-111.669853,430,Gateway Aviation Services,"33.31074699999999, -111.669853"
33.084548,-112.161376,431,Estrella Sailport,"33.084548, -112.161376"
33.4834063,-112.0699465,432,Copper Point,"33.4834063, -112.0699465"
33.4498348,-111.9950285,433,Sundance Discount Airport,"33.44983479999999, -111.9950285"
33.445194,-111.9638625,434,Sunstate,"33.44519400000001, -111.9638625"
29.9902199,-95.3367827,435,George Bush Intercontinental Airport,"29.9902199, -95.3367827"
30.0701768,-95.5511629,436,David Wayne Hooks Memorial Airport,"30.0701768, -95.5511629"
29.8155684,-95.6736523,437,West Houston Airport,"29.81556840000001, -95.6736523"
29.9665696,-95.40802,438,St. James Restaurant and Cabaret,"29.9665696, -95.40802"
29.7468867,-95.4182641,439,The Huntingdon,"29.7468867, -95.41826410000002"
29.7895795,-95.3537474,440,Yellow Cab Houston,"29.7895795, -95.35374739999999"
29.6272669,-95.6528897,441,Sugar Land Regional Airport,"29.6272669, -95.65288969999999"
29.9516077,-94.9043691,442,Gum Island Airport,"29.9516077, -94.9043691"
29.728562,-95.256879,443,Uscg Port Safety Station,"29.728562, -95.256879"
29.9345215,-95.6425362,444,Weiser Air Park,"29.9345215, -95.64253620000001"
29.6383192,-95.2756483,445,Wilson Air Center Houston,"29.6383192, -95.2756483"
30.0436407,-95.6673573,446,Dan Jones International Airport,"30.0436407, -95.66735729999999"
29.792508,-95.244469,447,A2 Global Shipping,"29.792508, -95.244469"
29.715083,-95.144008,448,Shell Deer Park Manufacturing Site Heliport,"29.715083, -95.144008"
29.6673311,-95.0692779,449,Ascent Aviation LLC,"29.6673311, -95.06927789999999"
30.3457765,-95.4112051,450,Galaxy FBO,"30.3457765, -95.41120509999999"
29.7863,-94.953693,451,Baytown Airport,"29.7863, -94.953693"
29.9854303,-95.6857195,452,Dry Creek Airport,"29.9854303, -95.68571949999999"
29.6081546,-95.1690463,453,Rocketman Jet Center,"29.6081546, -95.16904629999999"
29.8156975,-95.6724831,454,Houston Heliport 0TS3,"29.81569750000001, -95.6724831"
35.2144026,-80.9473146,455,Charlotte Douglas International Airport,"35.2144026, -80.9473146"
35.0200639,-80.6218152,456,Charlotte-Monroe Executive Airport-EQY,"35.0200639, -80.62181520000001"
35.3804727,-80.7139661,457,Concord Regional Airport,"35.3804727, -80.7139661"
35.2096339,-80.9316712,458,Wilson Air Center Charlotte,"35.2096339, -80.93167120000001"
35.2179935,-80.7967573,459,Crown Cab - Charlotte,"35.2179935, -80.7967573"
35.210392,-80.668491,460,Wilgrove Air Park,"35.21039200000001, -80.668491"
35.4836323,-81.1618395,461,Lincoln County Airport,"35.4836323, -81.1618395"
35.223156,-80.904664,462,A2 Global Shipping,"35.223156, -80.904664"
35.118903,-80.587983,463,"Goose Creek Airport, LLC","35.118903, -80.58798300000001"
35.4421221,-80.7634903,464,A2 Global Shipping,"35.4421221, -80.7634903"
34.987124,-81.0582042,465,Rock Hill - York County Airport,"34.987124, -81.05820419999999"
35.6133028,-80.8990487,466,Lake Norman Airpark,"35.6133028, -80.8990487"
35.2006242,-81.1541673,467,Gastonia Municipal Airport,"35.2006242, -81.1541673"
35.1529312,-80.6820188,468,"Southeast Geomatics Group, Inc.","35.1529312, -80.6820188"
35.0717585,-80.5647855,469,Edwards,"35.0717585, -80.5647855"
35.5383333,-80.7513888,470,Johnston Airport-35NC,"35.53833330000001, -80.7513888"
35.3795665,-80.7132023,471,Concord Regional Airport Departures & Arrivals,"35.37956649999999, -80.71320229999999"
35.5918035,-81.0795195,472,Little Mountain Airport,"35.5918035, -81.07951949999999"
35.3813144,-80.6959126,473,Standard Aero,"35.3813144, -80.6959126"
35.2072789,-80.9441737,474,American Airlines Base Maintenance Hangar,"35.2072789, -80.94417370000001"
26.0742344,-80.1506022,475,Fort Lauderdale-Hollywood International Airport,"26.0742344, -80.1506022"
25.9074498,-80.2774304,476,Miami-Opa Locka Executive Airport,"25.9074498, -80.2774304"
25.649151,-80.4291937,477,Miami Executive Airport,"25.649151, -80.4291937"
25.795865,-80.2870457,478,Miami International Airport,"25.795865, -80.2870457"
26.2005969,-80.1714202,479,Fort Lauderdale Executive Airport,"26.2005969, -80.1714202"
26.1187761,-80.1388223,480,Las Olas Centre I,"26.1187761, -80.1388223"
26.0694119,-80.1559172,481,Air Flight Charters,"26.0694119, -80.15591719999999"
25.6860681,-80.3384883,482,Baptist Hospital Heliport,"25.6860681, -80.3384883"
25.583718,-80.4997791,483,B & L Farms Airport,"25.583718, -80.4997791"
26.194043,-80.1701998,484,Banyan Air Service,"26.194043, -80.17019979999999"
25.5694948,-80.3986895,485,Burrâ€™s Strip,"25.5694948, -80.3986895"
25.5013248,-80.5539894,486,Miami Homestead General Aviation Airport,"25.5013248, -80.55398939999999"
26.0021615,-80.2399883,487,North Perry Airport,"26.0021615, -80.2399883"
25.7962654,-80.3515274,488,TLD America Corporation,"25.7962654, -80.3515274"
25.7917251,-80.2942295,489,Virgin Atlantic Airways,"25.7917251, -80.2942295"
25.647152,-80.422986,490,Signature Flight Support TMB,"25.647152, -80.422986"
25.646594,-80.423718,491,Miami Executive Helicopters,"25.646594, -80.423718"
25.7606186,-80.3665732,492,Travel Mex,"25.7606186, -80.36657319999999"
26.009292,-80.210098,493,Duty Free Americas,"26.009292, -80.210098"
25.6504533,-80.4204419,494,J V Air Maintenance Inc,"25.6504533, -80.4204419"
48.3536621,11.7750279,495,Munich International Airport,"48.3536621, 11.7750279"
48.211227,11.331903,496,Taxiunternehmen Scharnagel,"48.211227, 11.331903"
48.343698,11.838444,497,ParkXpress e.K.,"48.343698, 11.838443999999999"
48.0896819,11.2855218,498,Sonderflughafen Oberpfaffenhofen,"48.0896819, 11.2855218"
48.34122,11.732,499,Park-fly-Muc,"48.34122, 11.732"
48.3848065,11.7768718,500,Parkservice Sky,"48.3848065, 11.7768718"
48.2394,11.5614,501,Flugplatz SchleiÃŸheim,"48.2394, 11.5614"
48.7232092,11.5515495,502,Flugplatz Ingolstadt-Manching,"48.72320920000001, 11.5515495"
48.51399,12.0378201,503,Airport Landshut / Stadtwerke Landshut,"48.51399, 12.0378201"
48.008027,11.6793564,504,Airportcars24 Vertriebs GmbH,"48.00802699999999, 11.6793564"
48.047609,11.653372,505,HTM Helicopter Travel Munich GmbH,"48.04760899999999, 11.653372"
48.40232,11.38011,506,EMHA Fahrservice,"48.40232, 11.38011"
48.163915,11.757396,507,Reisewelt24 Andreas Stetter Kirchheim-Heimstetten ehm.HOLIDAY LAND,"48.163915, 11.757396"
48.30736,11.77431,508,Parkservice Lang,"48.30736, 11.77431"
48.357543,11.801599,509,IQJETS,"48.357543, 11.801599"
48.3451339,11.8295214,510,Park & Parkservice am Flughafen MÃ¼nchen - Service der Sie begeistert!,"48.34513389999999, 11.8295214"
48.3477213,11.7489596,511,Polizeihubschrauberstaffel Bayern,"48.34772129999999, 11.7489596"
48.2287013,11.4261486,512,Flugplatz Dachau-GrÃ¶benried,"48.2287013, 11.4261486"
48.354136,11.75389,513,ASM Airport Service GmbH Munich,"48.354136, 11.75389"
48.54928,11.86181,514,Rotorflug GmbH,"48.54928, 11.86181"
3.1445544,101.7139917,515,D Asia Travels Malaysia Tour & Ticketing Agency,"3.1445544, 101.7139917"
3.069357,101.599784,516,DR Group Holdings Sdn Bhd,"3.069357, 101.599784"
2.7430884,101.6864393,517,Kuala Lumpur International Airport 2,"2.7430884, 101.6864393"
2.7410452,101.6876483,518,AirAsia - LCC HUB @ klia2,"2.7410452, 101.6876483"
2.7347467,101.7051095,519,Kuala Lumpur International Airport,"2.7347467, 101.7051095"
2.8133805,101.6514302,520,Agriquip Machinery Sdn. Bhd.,"2.8133805, 101.6514302"
2.9010975,101.6650718,521,Putrajaya Recreational Airport,"2.9010975, 101.6650718"
2.9073302,101.6301177,522,Paramotor Flying Site,"2.9073302, 101.6301177"
3.1246183,101.5620517,523,AgustaWestland Malaysia Sdn Bhd,"3.1246183, 101.5620517"
3.13321,101.5528,524,Solaire Sdn Bhd (Solaire Helicopters),"3.13321, 101.5528"
3.1252361,101.5490875,525,APMM Subang Air Station,"3.1252361, 101.5490875"
3.1332279,101.5537585,526,SOLAIRE SDN BHD,"3.1332279, 101.5537585"
3.1328029,101.5543995,527,Sultan Abdul Aziz Shah Airport,"3.1328029, 101.5543995"
3.133216,101.552804,528,Cempaka Helicopter Corporation Sdn Bhd,"3.133216, 101.552804"
3.1974015,101.7107963,529,Taxi To Klia Mpvlimocab All Type,"3.1974015, 101.7107963"
3.212011,101.641012,530,KLIA-REDCAB - Airport Taxi Services,"3.212011, 101.641012"
2.7543543,101.7011363,531,JKids Playground & Kids Party,"2.7543543, 101.7011363"
2.7635953,101.7118368,532,WMKK (KUL) Runway 14L/32R,"2.7635953, 101.7118368"
2.7577706,101.7073646,533,"KLIA, To Arrival","2.7577705999999997, 101.7073646"
2.7545224,101.7033662,534,KLIA Perlepasan Antarabangsa,"2.7545224, 101.7033662"
41.9020275,12.4464321,535,Vatican City Heliport,"41.9020275, 12.446432099999999"
41.7998868,12.2462384,536,Leonardo da Vinci International Airport,"41.7998868, 12.2462384"
41.8000198,12.5933595,537,Rome Ciampino Airport,"41.8000198, 12.5933595"
41.9525198,12.5045443,538,Roma Urbe Airport,"41.9525198, 12.5045443"
41.8695928,12.5591833,539,Military Airport F. Baracca,"41.8695928, 12.5591833"
41.654446,12.446111,540,Mario De Bernardi Military Airport,"41.654446, 12.446111"
41.9400304,12.554678,541,YourPersonalJames.com,"41.9400304, 12.554678"
41.771458,12.228876,542,Hotels in Fiumicino Domus Lina,"41.771458, 12.228876"
41.6915404,12.5590249,543,Gruppo Aeromodellistico Pontina,"41.6915404, 12.5590249"
41.7595504,12.231793,544,Corridori Logistica Aeroportuale,"41.75955039999999, 12.231793"
41.7877153,12.2648795,545,Area Tecnica,"41.7877153, 12.2648795"
41.7827142,12.2708667,546,Rome Airport Taxi,"41.7827142, 12.2708667"
41.9403925,12.365221,547,parapendio tandem roma,"41.9403925, 12.365221"
41.9647416,12.4524028,548,Heliport - San Pietro Hospital Fatebenefratelli,"41.964741599999996, 12.4524028"
41.914155,12.520767,549,Rome Shuttle Service,"41.914155, 12.520767"
41.9849732,12.4463618,550,Elipista,"41.9849732, 12.4463618"
41.9533312,12.5041214,551,ElisemRoma Scuola di Volo Elicotteri,"41.95333120000001, 12.5041214"
41.7953437,12.5909346,552,Carabinieri Comando Presidio Aeroporto Roma Ciampino,"41.7953437, 12.5909346"
41.797481,12.591412,553,Signature Flight Support CIA - Ciampino Airport,"41.797481, 12.591412"
42.0848198,12.2199869,554,Military Airport Luigi Bourlot,"42.0848198, 12.2199869"
40.9829888,28.8104425,555,Istanbul Ataturk Airport,"40.9829888, 28.8104425"
40.993263,28.837499,556,Airport Best Hotel,"40.99326300000001, 28.837499"
40.905371,29.3168603,557,Sabiha Gokcen International Airport,"40.905371, 29.3168603"
41.060119,28.969873,558,Artemia Islak Hacim EkipmanlarÄ±,"41.06011900000001, 28.969873"
40.994643,28.801807,559,Setair,"40.994642999999996, 28.801807"
41.0168698,28.9470535,560,kÃ¼raraz kargo,"41.01686979999999, 28.9470535"
40.9782875,28.8253226,561,Tav Tepe Akfen Yatirim,"40.9782875, 28.8253226"
41.0352925,28.9485777,562,BurulaÅŸ Helitaks Sisli,"41.0352925, 28.9485777"
41.0356367,28.9487381,563,Deniz UÃ§aÄŸÄ± HaliÃ§ Balat,"41.0356367, 28.9487381"
41.077064,29.009269,564,River Plaza Istanbul Heliport,"41.077064, 29.009269"
40.991928,29.120775,565,Alo Bilet HattÄ±,"40.991928, 29.120775"
41.1039551,28.5484382,566,Hezarfen Airport,"41.10395509999999, 28.5484382"
40.9076574,29.3158609,567,Airport / Sabiha Gokcen Istanbul,"40.9076574, 29.3158609"
40.905659,29.3126513,568,Sabiha GÃ¶kÃ§en havalimanÄ± VÄ°P,"40.905659, 29.3126513"
40.9087493,29.3158582,569,Pegasus Merkez Ofis,"40.90874929999999, 29.3158582"
40.9826706,28.8184788,570,Ù…ÙŠØªØ±Ùˆ Ø§Ù„Ù…Ø·Ø§Ø±,"40.9826706, 28.8184788"
40.9900939,28.8161412,571,Ataturk Havaalani Airbus Park Alani,"40.9900939, 28.8161412"
40.991068,28.8169724,572,DHL Express Gateway,"40.991068, 28.8169724"
40.9791228,28.8245412,573,Budget parkingcar airport,"40.97912279999999, 28.8245412"
40.9775623,28.8215683,574,THY,"40.9775623, 28.8215683"
-33.9399228,151.1752764,575,Sydney Airport,"-33.93992280000001, 151.1752764"
-33.9485408,151.1459022,576,Sydney Airport Executive Homestay,"-33.9485408, 151.1459022"
-33.934575,151.1961192,577,Airport Express Car Parking,"-33.934575, 151.1961192"
-33.9245926,150.9976624,578,Bankstown Airport,"-33.9245926, 150.9976624"
-33.9231658,150.9819435,579,NETS,"-33.9231658, 150.9819435"
-33.830399,151.0246,580,Sydney Helicopters,"-33.830399, 151.0246"
-33.8707541,151.2549162,581,Sydney By Seaplane,"-33.8707541, 151.2549162"
-33.94101,151.191101,582,Bondi Helicopters Heli Experiences,"-33.94101, 151.191101"
-33.8781484,151.2146618,583,Seaplanes Sydney,"-33.8781484, 151.2146618"
-33.870802,151.2548239,584,SeaWing Airways,"-33.870802, 151.2548239"
-33.7299562,151.0301211,585,Hills Airport Private Transfer -Mercedes Van Baby Friendly Transfer Corporate Airport Cruise Wedding,"-33.7299562, 151.0301211"
-34.177762,150.8089264,586,Wedderburn Aerodrome,"-34.177762, 150.8089264"
-34.1752708,150.8094405,587,Napper Airfield,"-34.1752708, 150.8094405"
-33.9353322,151.1664783,588,æ‚‰å°¼æœºåœºå›½é™…å‡ºå�‘,"-33.9353322, 151.1664783"
-33.938174,151.164236,589,Dock 6 Sydney International Airport,"-33.93817399999999, 151.164236"
-33.930471,151.1717033,590,34L/16R North End,"-33.930471, 151.1717033"
-33.932107,151.1789973,591,Qantas Domestic Terminal,"-33.932107, 151.1789973"
-33.9318894,151.178946,592,Qantas Domestic Airside T3,"-33.9318894, 151.178946"
-33.9233161,151.1871609,593,M Ap,"-33.9233161, 151.1871609"
-33.9647185,151.1804581,594,South End 34L/16R,"-33.9647185, 151.1804581"
28.4311577,-81.308083,595,Orlando International Airport,"28.4311577, -81.308083"
28.5489498,-81.3363595,596,Orlando Executive Airport,"28.5489498, -81.3363595"
28.2907394,-81.4373588,597,Kissimmee Gateway Airport-ISM,"28.2907394, -81.4373588"
28.4351497,-81.4729969,598,Air Florida Helicopter Inc,"28.4351497, -81.4729969"
28.2438706,-81.3035059,599,Saint Cloud Hospital Heliport,"28.2438706, -81.30350589999999"
28.7048626,-81.5822421,600,Orlando Apopka Airport,"28.7048626, -81.5822421"
28.6988747,-81.3537127,601,AirCare3,"28.6988747, -81.3537127"
28.2885414,-81.4333722,602,SunState Aviation,"28.2885414, -81.4333722"
28.6337056,-81.7081268,603,Henderson Field,"28.6337056, -81.7081268"
28.0525187,-81.4006274,604,Walker Ranch-Private Airport,"28.0525187, -81.40062739999999"
28.293649,-81.436699,605,Signature Flight Support ISM - Kissimmee Gateway Airport,"28.293649, -81.43669899999999"
28.7769072,-81.2505063,606,Million Air Orlando,"28.7769072, -81.2505063"
28.6566644,-81.3534016,607,Prairie Lake Private Res Sp Mooring Facility Seaplane Base,"28.6566644, -81.3534016"
28.5467526,-81.3435572,608,Sheltair Aviation Services,"28.54675259999999, -81.34355719999999"
28.4308431,-81.4565789,609,Peabody Heliport,"28.43084309999999, -81.4565789"
28.4218935,-81.3319545,610,Signature Flight Support MCO - Orlando Int'l Airport,"28.4218935, -81.3319545"
28.8227777,-81.2633333,611,Sanford seaplane base,"28.8227777, -81.2633333"
28.2439132,-81.3034442,612,St Cloud Hospital,"28.2439132, -81.3034442"
28.3809413,-81.5087281,613,Grand Cypress Resort Helipad (Private),"28.3809413, -81.5087281"
28.7807966,-81.1591386,614,Cedar Knoll Flying Ranch,"28.7807966, -81.15913859999999"
37.5586545,126.7944739,615,Gimpo International Airport,"37.55865449999999, 126.7944739"
